idAdresse;noVoie;B_T_Q;typeVoie;nomVoie;idcodeDepartement_codeCommune
625;8;;RUE;PARC DE L'EPINETTE;77053
626;15;;RUE;DU PRESBYTERE;77259
627;6;B;AV;DE WAILLY;78190
628;20;;RUE;DE DREUX;78362
629;39;;BD;THIERS;78401
630;5;;RUE;DES JARDINS;83009
631;254;;AV;DE LA MER;83019
632;325;;RTE;DE LA BENOITE;83034
633;59;;AV;GABRIEL PERI;83062
634;11;;CHE;DU MARTINET;83069
635;8;;RUE;PIERRE BROSSOLETTE;83130
636;9001;;RES;ST MARC;83137
637;216;;RUE;LANGERON;83137
638;65;;BD;DES ACACIAS;83137
639;58;;RUE;DE LA XAVEE;88225
640;3;;RUE;DE BRASSE;90010
641;8;;RUE;DES ANEMONES;91201
642;1;B;RUE;PAUL FORT;91425
643;101;;RUE;DU CHATEAU;92004
644;91;;RUE;DU CHATEAU;92012
645;77;;RUE;MARTRE;92024
646;9;;AV;PUVIS DE CHAVANNES;92026
647;9;;RUE;DE LA MUTUALITE;92026
648;6;;AV;DE MONTCHANIN;93007
649;45;;RUE;DES NOYERS;93063
650;53;;AV;DE STALINGRAD;94033
651;17;;BD;MAURICE BERTEAUX;94068
652;16;B;AV;ALBERT 1ER;94068
653;149;;RUE;DU MARECHAL LECLERC;94069
654;6;;RUE;DE LA PAIX;94080
655;3;;RUE;GALANDE;95277
656;9;;RUE;DES CARRIERES;95428
657;58;;AV;DU MONT BLANC;1143
658;2;;RUE;DU RECULET;1354
659;2;;RUE;DES MURIERS;6027
660;5;;RUE;DU CANADA;6029
661;54;;RUE;VICTOR HUGO;6030
662;116;;BD;SADI CARNOT;6030
663;640;;CHE;DES CAILLADES;6044
664;29;;AV;VILLERMONT;6088
665;4;;AV;CYRNOS;6088
666;127;;PROM;DES ANGLAIS;6088
667;65;;AV;DE   VALBERG;6094
668;562;;CHE;DES RASCAS;6123
669;190;;RTE;DE CANNES;6155
670;280;;AV;DE LA BERMONE;6161
671;27;;RUE;PIERRE BROSSOLETTE;10362
672;4;;RUE;CHARBONNET;10387
673;9;;;LA PINEDE;11144
674;1;;RES;LA VOILE D'OC;11170
675;71;;RES;HAMEAU DES PECHEURS;11202
676;12;;RUE;DU LUXEMBOURG;11262
677;10;;QUAI;VICTOR HUGO;11262
678;3;;RUE;DE SERIGNAN;11379
679;5000;;AV;ERNEST SUBILIA;13028
680;14;;PL;AUX HUILES;13201
681;6;;RUE;GUINTRAND;13202
682;29;;RUE;MARECHAL FAYOLLE;13204
683;23;;RUE;D ISLY;13205
684;116;;BD;MIREILLE LAUZE;13210
685;147;;AV;DE LA TIMONE;13210
686;36;;AV;DE SAINT BARNABE;13212
687;2;;IMP;DU CHALET;13215
688;54;;RUE;G LE CONQUERANT;14715
689;14;;BD;DE LA LIBERTE;18279
690;9;;RUE;DU VERCORS;29019
691;38;;AV;DES GLENAN;29232
692;6572;;;ILE CAVALLO;2A041
693;5163;;;TIUCCIA;2A070
694;5;;RUE;D AUVERGNE;30034
695;2;;AV;LE CENTURION;30133
696;24;;AV;REGNAULD;33009
697;6;;AV;DU PARC;33009
698;26;;RUE;BONGRAND;33063
699;267;;RUE;TRUCHON;33080
700;14;;RUE;ANDRE MALRAUX;33096
701;18;;ALL;DES GRIVES;33167
702;3;;RUE;SIMONE VEIL;33312
703;9001;;RES;FORTUNIO;33522
704;11;;CLOS;DE VIC;34333
705;19;;RUE;JOSEPH PANAGET;35032
706;4;;RUE;FRANCIS POULENC;37122
707;52;;RUE;DE STALINGRAD;38185
708;13;;RUE;ANTOINE POLOTTI;38421
709;9;;RUE;ANNE FRANK;38421
710;54;;RUE;PEYCHAN;40046
711;4;;PL;PORTE CAMPET;40192
712;154;;ALL;DU REGAIN;40326
713;6;;RUE;DU CHATEAU GAILLARD;44069
714;3;B;RUE;DES PATURES;44074
715;57;;RUE;DES SANSONNETS;44201
716;227;;RUE;DE L ARDOUX;45232
717;123;;AV;SAINT MICHEL;45232
718;11;;RUE;DES TROIS MARIES;45234
719;21;;RUE;DE LA BUTTE;45285
720;16;;RUE;GARNIER;49007
721;2;;AV;JEAN LURCAT;49015
722;30;;RUE;DU GENERAL COMPERE;51108
723;13;;RUE;ARISTIDE BRIAND;51573
724;3;;PL;SAINT REMY;54329
725;13;;RUE;JOSEPH MARIETTE;56083
726;25;;RUE;DE QUEHELLO;56107
727;14;;RUE;RAYMOND QUERO;56121
728;1;;ALL;DE LA FRANGE;59009
729;14;;RUE;SALVADOR ALLENDE;59271
730;48;;RUE;DU PROGRES;59367
731;22;;RUE;DE LA REPUBLIQUE;60157
732;136;;RUE;PELEE PROLONGEE;60509
733;57;;AV;DE L'ORANGERIE;60684
734;3;;RUE;DU BLOC;62041
735;12;;RUE;DES PINS;64260
736;24;;PL;JEAN JAURES;69096
737;15;;RUE;DUBREUIL;69243
738;92;;RUE;DE LA GARE;69278
739;13;;RUE;DUGAS MONTBEL;69382
740;9;;PAS;PANAMA;69382
741;39;;RUE;DENFERT ROCHEREAU;69384
742;55;;BD;DES CANUTS;69384
743;64;;RUE;COMMANDANT CHARCOT;69385
744;27;;BD;EMILE ZOLA;72181
745;6018;;;BALCONS DE VAL THO CHAL 6;73257
746;396;;RTE;DE SALLANCHES;74083
747;2;;RUE;DE LA PRAIRIE;74264
748;54;;RUE;DE CLERY;75102
749;9;;RUE;DE LA CORDERIE;75103
750;79;;RUE;DES ARCHIVES;75103
751;3;;RUE;DU PERCHE;75103
752;24;;RUE;SAINT MARTIN;75104
753;34;;RUE;DU FER A MOULIN;75105
754;62;;RUE;MONSIEUR LE PRINCE;75106
755;8;;RUE;JOSEPH BARA;75106
756;9;;RUE;DE FLEURUS;75106
757;150;;RUE;DE RENNES;75106
758;9;;RUE;AMELIE;75107
759;26;;RUE;GODOT DE MAUROY;75109
760;32;;RUE;BUISSON ST LOUIS;75110
761;51;B;AV;DE LA REPUBLIQUE;75111
762;38;;BD;BEAUMARCHAIS;75111
763;10;;RUE;VERONESE;75113
764;28;;RUE;DELAMBRE;75114
765;9;;RUE;D ODESSA;75114
766;57;;RUE;DU MOULIN VERT;75114
767;76;B;RUE;DES PLANTES;75114
768;380;;RUE;DE VAUGIRARD;75115
769;145;;RUE;DE LOURMEL;75115
770;7;;RUE;LOUIS DAVID;75116
771;53;;RUE;LEGENDRE;75117
772;36;;BD;DES BATIGNOLLES;75117
773;26;;RUE;TRUFFAUT;75117
774;64;;RUE;MARX DORMOY;75118
775;86;;RUE;PHILIPPE DE GIRARD;75118
776;50;;RUE;PETIT;75119
777;59;;RUE;D HAUTPOUL;75119
778;14;;RUE;DE LA VILLETTE;75119
779;41;;RUE;PELLEPORT;75120
780;133;;RUE;DES PYRENEES;75120
781;36;;RUE;JACQUES BOURGEOIS;76217
782;30;B;RUE;DU VIEUX RU;77014
783;6;;ALL;DE LA FORET;77169
784;41;;PROM;DU BOIS;77326
785;6;;RUE;DU STADE;77373
786;13;;PL;CLAUDE MONET;77438
787;4;B;RUE;MARCELIN BERTHELOT;77445
788;68;;RUE;DE PARIS;77468
789;12;;RUE;JULES LEFEVRE;77470
790;40;;BD;DE L OURCQ;77514
791;27;B;AV;MAURICE BERTEAUX;78015
792;3;;RES;TROIS FORETS;78092
793;25;;QUAI;DE L ILE DU BAC;78172
794;2;B;RUE;CHARLES DE GAULLE;78217
795;5;;RUE;DES MONTS D ARREE;78423
796;7;;RUE;DE L ANCIENNE MAIRIE;78423
797;1;;RUE;DE L OREE DE LA VALLEE;78466
798;5;;AV;DE SAINT GERMAIN;78490
799;3;;PROM;VENEZIA;78646
800;12;;RUE;JULES HERBRON;78686
801;68;;AV;COLONEL TEYSSIER;81004
802;9000;;RES;LE PARC;85288
803;4;;RUE;ADRIEN DUBOUCHE;87085
804;22;;AV;GAMBETTA;87187
805;61;;RUE;ROBERT SCHUMAN;91027
806;4;;IMP;DE L ANCIENNE FORGE;91085
807;19;;RUE;DE VILLOISON;91174
808;11;;SQ;ALBERT EINSTEIN;91228
809;1;;RUE;ALPHONSE LAVERAN;91228
810;160;;AV;GENERAL LECLERC;91272
811;2;B;CHE;DU COLLEGE;91363
812;14;B;RUE;ANTOINE ROCCA;91549
813;76;;AV;JEAN JAURES;91589
814;4;;CHE;DU FOUR A PAIN;91631
815;9;;ALL;LAVOISIER;91691
816;1;;RUE;CHARLES CHEFSON;92009
817;23;;RUE;PAUL DEROULEDE;92009
818;18;;RUE;DE SEVRES;92012
819;17;;RUE;MAILLASSON;92012
820;78;;AV;J B CLEMENT;92012
821;8;;AV;CHARLES DE GAULLE;92012
822;94;;RUE;DU CHATEAU;92012
823;21;;RUE;FERDINAND JAMIN;92014
824;144;;RUE;D AULNAY;92019
825;1;B;RUE;D ESTIENNE D ORVES;92020
826;7;;RUE;MOSLARD;92025
827;42;B;RUE;ALEXIS BOUVIER;92025
828;61;;RUE;VEUVE LACROIX;92035
829;15;;RUE;P VAILLANT COUTURIER;92044
830;18;;RUE;BARBES;92044
831;58;;AV;JEAN JAURES;92048
832;50;;RUE;MAURICE ARNOUX;92049
833;21;;AV;ALEXANDRE;92050
834;12;;RUE;DU MARCHE;92050
835;85;;RUE;DE VILLIERS;92051
836;50;;RUE;DE CHEZY;92051
837;3;;RUE;DU BICENTENAIRE;92062
838;134;;AV;PAUL DOUMER;92063
839;187;;RTE;DE L EMPEREUR;92063
840;134;;RUE;GAMBETTA;92073
841;11;;RUE;FRANCOIS 1ER;92075
842;9;;RUE;DE PARIS;93008
843;76;;RUE;ROGER SALENGRO;93010
844;12;;RUE;JULES MICHELET;93031
845;1;;RUE;DU BEL AIR;93049
846;47;;RUE;JEAN JAURES;93066
847;46;B;RUE;ALEXANDRE BOUCHER;93074
848;15;T;RUE;DE LA PRAIRIE;94015
849;14;;AV;DU PRESIDENT WILSON;94016
850;56;B;RUE;DES ECOLES;94028
851;48;;AV;DE LA DAME BLANCHE;94033
852;14;;ALL;VAN GOGH;94044
853;71;;RUE;CARNOT;94046
854;36;;AV;FUSILLES DE CHATEAUBRIANT;94068
855;13;;RUE;ALBERT DE MUN;94068
856;4;;RUE;DE LA PAIX;94080
857;9;;RUE;SAO JOAO DA PESQUEIRA;95060
858;42;;AV;DES GENOTTES;95127
859;6;;RUE;ARISTIDE BRIAND;95205
860;23;;;LA BUTTE OLIVE;95218
861;176;;AV;LA DIVISION LECLERC;95428
862;9001;;ALL;DE BRETAGNE;95491
863;4;B;RUE;DU MOUTON;95500
864;8;;ALL;BERTHELOT;95607
865;5820;F;;HABITATION BEAUREGARD;97226
866;240;;RUE;DE PRE BAILLY;1173
867;29;;BD;DUGOMMIER;6004
868;18;;AV;DE LA ROSTAGNE;6004
869;47;;BD;GUYNEMER;6012
870;24;;RUE;DU PFR CALMETTE;6012
871;6;;RUE;DE LA VERRERIE;6029
872;77;;BD;ESTEREL PARC;6079
873;52;;RUE;MAL VAUBAN;6088
874;34;;BD;STALINGRAD;6088
875;140;;QUAI;DE LA BANQUIERE;6114
876;4;;AV;DES JASMINS;6155
877;31;;RUE;EMILE ZOLA;10387
878;100;;RES;LES HAMEAUX DE LA PLAGE;11170
879;9001;;RES;CENTRAL PARC;13005
880;9001;;ALL;DES TOURNEURS;13005
881;22;;RUE;MARIUS LIEUTAUD;13028
882;9002;;CHE;DE SAINTE CROIX;13028
883;26;;AV;GENERAL DE GAULLE;13086
884;64;;BD;CAMILLE FLAMMARION;13201
885;17;;BD;DES DAMES;13202
886;133;;AV;DES CHARTREUX;13204
887;3;;RUE;SAINT ETIENNE;13205
888;81;;CRS;GOUFFE;13205
889;2;;RUE;FORT DU SANCTUAIRE;13206
890;66;;RUE;DU COMMANDANT ROLLAND;13208
891;642;;AV;DE MAZARGUES;13208
892;27;;TSSE;DE LA MALVINA;13212
893;139;;AV;DES OLIVES;13213
894;5001;F;RES;FONDACLE;13213
895;40;;RUE;OLLIFFE;14220
896;17;;AV;DE LA REPUBLIQUE;14220
897;9001;;VC;RES LES MARINES 1;14225
898;8;;RUE;CHARLES MOZIN;14715
899;35;;RUE;JEAN JACQUES ROUSSEAU;18033
900;14;;RUE;NEUVE D ARGENSON;24037
901;1;;RUE;GUYNEMER;28085
902;9021;;RUE;MARECHAL LYAUTEY;2A004
903;13;;RUE;CARDINAL FESCH;2A004
904;5243;A;;SAN CIPRIANO;2A139
905;841;;RTE;DE CARNON;30133
906;465;;CHE;DES JUSTICES VIEILLES;30189
907;10;;RUE;DU PRINTEMPS;30189
908;50;;BD;GAMBETTA;30334
909;26;;RUE;DES CONSULS;31555
910;9;;RUE;PAUL ESTIVAL;31555
911;230;;AV;DE CASTRES;31555
912;53;;RTE;DE REVEL;31555
913;247;;BD;DE LA COTE D'ARGENT;33009
914;43;;RUE;LAFONTAINE;33063
915;15;;RUE;TEULERE;33063
916;22;;RUE;BOUDET;33063
917;178;;RUE;STEHELIN CAUD;33063
918;50;B;RUE;DES LIEGES;33063
919;51;6;ALL;DE CAZAUX;33199
920;9055;;AV;DE LA VIGNE CAP FERRET;33236
921;28;;AV;DES FAUVETTES;33281
922;224;;CRS;GAMBETTA;33522
923;96;;RTE;DE MONTPELLIER;34108
924;9077;;CITE;DU CHATEAU VERT;34301
925;65;;RUE;DE SAINT ENOGAT;35093
926;2;;PL;DE L EGLISE;35226
927;20;;RUE;DE BREST;35238
928;4;;SQ;DU DAUPHINE;35238
929;73;T;RUE;SAINT FRANCOIS;37195
930;3;;RUE;DE LA MONNAIE;37261
931;10;;RUE;DE BELGRADE;38185
932;54;;CRS;BERRIAT;38185
933;236;;RTE;DE L ALTIPORT;38191
934;5362;;;GRAND PLAN;38253
935;15;B;IMP;LE COURLIS;38384
936;87;;RUE;DE CARTALE;38485
937;13;B;RUE;LA FONTAINE CHAUDE;40088
938;5;;AV;DE LA GRANDE PLAGE;40296
939;46;;RUE;LUCIEN JARDEL;41018
940;16;;PL;DU FOREZ;42005
941;91;;BD;JEAN BAPTISTE CLEMENT;42187
942;19;;RUE;CHEVREUL;42218
943;38;;RUE;DE LA VERDIERE;42299
944;4;;RUE;MARCEL SEMBAT;44047
945;16;;BD;BENONI GOULLIN;44109
946;24;;RUE;COPERNIC;44109
947;4;;AV;ANDREE VIOLLIS;44109
948;1;;RUE;RECTEUR SCHMITT;44109
949;11;;RUE;GIRODET;45234
950;15;;RUE;DE LA REPUBLIQUE;45234
951;49;;RUE;D ANTIOCHE;49007
952;21;;RUE;ST LAZARE;49007
953;43;;RUE;DE LA LIBERATION;50197
954;3;;RUE;CHAMP RETON;51230
955;9;;RUE;DES 4 VENTS;56007
956;3;;RUE;DU BOIS DUPONT;59139
957;25;;PL;CHARLES DE GAULLE;59178
958;1068;;RUE;FAIDHERBE;59250
959;10;;BD;CARNOT;59350
960;16;;RUE;DU PARC;59368
961;256;;AV;DE LA REPUBLIQUE;59368
962;7;;RUE;CHAMBIGES;60057
963;123;;RUE;HENRI PAUQUET;60175
964;5;;AV;DU 19 MARS 1962;60414
965;11;;AV;ALBERT 1ER;60612
966;3;;RUE;DES CEDRES;66003
967;20;;CHE;DE CHARRIERE BLANCHE;69081
968;6;;AV;DU DOC TERVER;69081
969;21;;RUE;GAMBETTA;69088
970;8;;RUE;DU COMMERCE;69163
971;46;;RUE;SGT BLANDAN;69381
972;19;;RUE;DESIREE;69381
973;3;;RUE;LAMARTINE;69383
974;31;;RUE;PROFESSEUR PATEL;69389
975;14;;PL;CARNOT;73008
976;5048;;;EPIERRE;73109
977;5661;;;IMM LES GENTIANES;73150
978;40;;CHE;DES PIERRIERS;74189
979;131;;RUE;SAINT DENIS;75101
980;20;;RUE;DU LOUVRE;75101
981;20;;RUE;DE LA MICHODIERE;75102
982;37;;RUE;DE PALESTRO;75102
983;216;;RUE;SAINT DENIS;75102
984;1;;RUE;DES ECOUFFES;75104
985;91;;RUE;LA FAYETTE;75109
986;53;;BD;DE LA VILLETTE;75110
987;48;;RUE;DU FAUBOURG DU TEMPLE;75111
988;33;;RUE;DE LAPPE;75111
989;7;;RUE;SAINT BERNARD;75111
990;50;;RUE;CROZATIER;75112
991;60;;RUE;BRANCION;75115
992;69;B;RUE;BRANCION;75115
993;148;;RUE;SAINT CHARLES;75115
994;10;;RUE;WILHEM;75116
995;4;;AV;ERLANGER;75116
996;5;;BD;GOUVION ST CYR;75117
997;18;;BD;PEREIRE;75117
998;46;;RUE;DES DAMES;75117
999;12;;RUE;BESSIERES;75117
1000;30;;RUE;LANTIEZ;75117
1001;123;;BD;NEY;75118
1002;93;;RUE;LAMARCK;75118
1003;139;;RUE;LAMARCK;75118
1004;105;;RUE;CAULAINCOURT;75118
1005;10;;RUE;FERDINAND FLOCON;75118
1006;8;;RUE;FEUTRIER;75118
1007;1;;RUE;DE PANAMA;75118
1008;38;;RUE;STEPHENSON;75118
1009;19;;RUE;JACQUES KABLE;75118
1010;257;;RUE;DE BELLEVILLE;75119
1011;397;;RUE;DES PYRENEES;75120
1012;8;;RUE;DE LA REPUBLIQUE;76341
1013;13;;ALL;HENRI VAUSSARD;76351
1014;15;B;AV;DES CARROSSES;77014
1015;37;;RUE;GEORGES CLEMENCEAU;77096
1016;46;B;ALL;HERVE LEGRAND;77108
1017;751;;RES;DE L AQUITAINE;77152
1018;17;;;RUE JEAN JAURES HLM;77186
1019;2;;RUE;DES SABLONS;77186
1020;13;;RUE;DE LA GRANDE FERME;77251
1021;4;;RUE;JEHAN DE CHAMBLY;77259
1022;111;;AV;CHARLES ROUXEL;77373
1023;37;;RUE;DES MOLINOTS;77385
1024;42;;CRS;DU DANUBE;77449
1025;33;;CRS;DE L ELBE;77449
1026;5;;PL;D AMILLY;77449
1027;15;;RTE;DE CHATOU;78124
1028;11;;RUE;DES ERABLES;78158
1029;3;;RUE;MARGUERITE BERVOETS;78297
1030;95;;RUE;HOCHE;78311
1031;7;;RUE;QUINCAMPOIX;78380
1032;10;;BD;PAYMAL;78396
1033;17;;RUE;DE VERDUN;78650
1034;5;;RUE;DES TROIS PAVILLONS;80021
1035;43;;RUE;HENRI TOURNIE;82121
1036;9100;;RUE;VICTOR ROUGIER;83016
1037;11;;PL;JEAN JAURES;83027
1038;330;;RUE;ALBERT PIAULT;83062
1039;14;;RUE;MICHELET;83069
1040;5564;A;RES;LES HORIZONS;83070
1041;41;;ALL;MAS DE LA PLAINE DU ROI;83123
1042;30;;RUE;FELIX CLERY;83126
1043;9001;;AV;ARISTIDE BRIAND;83144
1044;4;;RES;PIN ROLLAND PLAGE;83153
1045;285;;RUE;FORBIN DE JANSON;84147
1046;28;;RUE;ROBERT SCHUMAN;91027
1047;97;;RUE;EDOUARD VAILLANT;91027
1048;4;;RUE;DES MARRONNIERS;91086
1049;98;;RUE;ST SPIRE;91174
1050;29;;RUE;CORNEILLE;91421
1051;16;;RUE;GUSTAVE FLAUBERT;91477
1052;24;;RES;DU PARC PIERRE;91549
1053;15;B;RUE;CHARLES ROSSIGNOL;91589
1054;8;;AV;DU GENERAL DE GAULLE;91600
1055;7;;RUE;HENRI ROSSIGNOL;91657
1056;3;;RUE;PASTEUR;91685
1057;45;;RUE;DE NANTERRE;92004
1058;11;;RUE;DE NORMANDIE;92004
1059;37;;RUE;GEORGES GUYNEMER;92004
1060;20;;RUE;TRAVERSIERE;92012
1061;17;;RUE;NATIONALE;92012
1062;72;;RTE;DE LA REINE;92012
1063;114;;RUE;DU CHATEAU;92012
1064;2;B;RUE;ELIE LE GALLAIS;92014
1065;24;;RUE;DE LA FONTAINE HENRI IV;92022
1066;18;;RUE;DE LA FONTAINE HENRI IV;92022
1067;85;;BD;DU GENERAL LECLERC;92024
1068;274;;RUE;D'ESTIENNE D'ORVES;92025
1069;125;;BD;DE VERDUN;92026
1070;52;;RUE;DU DOCTEUR SOUBISE;92032
1071;109;;RUE;ANATOLE FRANCE;92044
1072;26;;RUE;BANES;92048
1073;22;;RUE;PAUL BERT;92049
1074;33;;AV;DE LA COMMUNE DE PARIS;92050
1075;2;;BD;DE LA SEINE;92050
1076;85;;BD;DU GAL KOENIG;92051
1077;33;;BD;DE LA SAUSSAYE;92051
1078;35;;RUE;DE LA REPUBLIQUE;92062
1079;3;;RUE;FEUDON;92064
1080;76;;RUE;DE LA FOUILLEUSE;92073
1081;103;B;RUE;DES CHENES;92073
1082;6;;AV;DU PARC;92075
1083;21;;RUE;ANIZAN CAVILLON;93013
1084;177;;RUE;DE PARIS;93045
1085;7;B;RUE;DES VILLEGRANGES;93045
1086;1;;RUE;DU PRESSOIR;93046
1087;57;;ALL;JEAN JACQUES ROUSSEAU;93057
1088;2;;RUE;ROGER RAMEAU;93064
1089;2;;RUE;BERTHE;93070
1090;14;;RUE;LA CLEF DES CHAMPS;93070
1091;4;B;AV;DU GROS CHENE;93071
1092;125;;AV;DE STALINGRAD;93072
1093;;;;LA HAIE GRISELLE;94004
1094;20;;RUE;DES COUDRAIS;94015
1095;56;;RUE;MIRABEAU;94022
1096;5;B;RUE;L'INSURRECTION PARISIENNE;94022
1097;29;;AV;GENERAL LECLERC;94022
1098;11;;RUE;ROGER SALENGRO;94043
1099;3;;RUE;DE BRIE;94047
1100;5;;AV;DU PROPHETE;94059
1101;4;;RUE;GUILLAUME COLLETET;94065
1102;53;;RUE;DU VAL D OSNE;94069
1103;9;T;RUE;DES PENDANTS;94071
1104;8;;RUE;HENRI LEDUC;94078
1105;78;;RUE;DE FONTENAY;94080
1106;27;;RUE;LOUISE AGLAE CRETTE;94081
1107;22;;RUE;FRANCOIS VILLON;95039
1108;19;;AV;RODIN;95056
1109;38;;RUE;GEORGE  V;95203
1110;10;;GR;GRANDE RUE;95256
1111;17;;ALL;PAUL GAUGUIN;95424
1112;3;;AV;DE VERDUN;95452
1113;14;;RUE;DE LA TOURNELLE;95607
1114;5602;;;BAS LIDO;97229
1115;13;;RUE;DE LAYE;1244
1116;11;;RUE;BONNOT;2408
1117;2;;PL;FERNAND MARQUIGNY;2722
1118;7003;;RES;LES MELEZES;4073
1119;18;B;AV;PASTEUR;6004
1120;25;;AV;GENERAL LECLERC;6027
1121;17;;RUE;JEAN DE RIOUFFE;6029
1122;12;;AV;MARQUET;6032
1123;4;;RUE;DU CHATEAU;6057
1124;1091;;CHE;DU PUITS DU PLAN;6084
1125;179;;AV;CORNICHE FLEURIE;6088
1126;54;;AV;DE LA REPUBLIQUE;6088
1127;31;;RUE;HEROLD;6088
1128;2;T;RUE;SPITALIERI;6088
1129;23;;RUE;ASSALIT;6088
1130;8;;AV;GLORIA;6088
1131;65;;BD;DE LA MADELEINE;6088
1132;556;;AV;DE LA REPUBLIQUE;6108
1133;5400;;;LE COLLET;6120
1134;101;;AV;DE LA LIBERTE;6155
1135;15;;AV;DE BELGIQUE;6155
1136;500;;AV;BEL AIR;6161
1137;3;;ALL;DE LA TOURAQUE VAUGRENIER;6161
1138;193;;RTE;DE MARVIGNES;7100
1139;7;;PL;DE L  EGLISE;7259
1140;26;A;RUE;JULES DIDIER;10333
1141;1;;RES;DU PORT;11170
1142;237;;RES;MYKONOS;11202
1143;418;D;RES;MARYLAND 2;11202
1144;470;;RES;HAWAI;11202
1145;35;;BD;DE 1848;11262
1146;23;;RUE;BOILEAU;11266
1147;14;;AV;DU CLOS DES OLIVIERS;13022
1148;4;;RUE;FORTIA;13201
1149;33;;RUE;DU PETIT PUITS;13202
1150;51;;RUE;DE FORBIN;13202
1151;33;;RUE;CAVAIGNAC;13203
1152;10;;RUE;DESAIX;13203
1153;2;;RUE;CHARLES DE FOUCAULD;13204
1154;158;;AV;DES CHARTREUX;13204
1155;71;;BD;CHAVE;13205
1156;22;;RUE;DOCTEUR ESCAT;13206
1157;7;B;TRA;TARGUIST;13207
1158;40;;BD;DE SAINTE MARGUERITE;13209
1159;103;;BD;DE SAINT LOUP;13210
1160;29;;PARC;DES VIEUX CYPRES;13213
1161;1;;AV;DE VALDONNE;13213
1162;153;;CHE;DE CHATEAU GOMBERT;13213
1163;13;;TSSE;DU MOULIN A VENT;13215
1164;381;;CHE;MADRAGUE VILLE;13215
1165;18;;RUE;MAURICE ALLAIRE;14079
1166;147;;RUE;VICTOR HUGO;14220
1167;1;;AV;DU PORT;14220
1168;23;;RUE;DES FLEURS;14338
1169;9088;;RES;RESIDENCE DUC DE NORMANDIE;14338
1170;2;;RUE;ANDRE LEMOYNE;17415
1171;10;;RUE;DE LA GUITARDERIE;17421
1172;34;;RUE;DE PONTIVY;22136
1173;9003;;RUE;MITARDE;24037
1174;4;;RUE;EMILE ZOLA;25056
1175;29;;RUE;D ARENES;25056
1176;5091;;ALL;DES BOULEAUX;25084
1177;12;;RTE;DE BARCELONNE;26064
1178;14;;RUE;DU BOIS MERRAIN;28085
1179;50;;RUE;DU FAUBOURG LA GRAPPE;28085
1180;62;;RUE;DE LYON;29019
1181;15;;PL;CARREGA;2A041
1182;6404;;RTE;D AIGUES VIVES;30062
1183;9;;RUE;DES VIGNES;31116
1184;290;;BD;JEAN JACQUES BOSC;33039
1185;16;;ALL;DE FRANCS;33039
1186;73;;ALL;JEAN GIONO;33063
1187;85;;RUE;KLEBER;33063
1188;12;;RUE;DU MARECHAL JOFFRE;33063
1189;56;;RUE;DU VELODROME;33063
1190;13;;RUE;ARISTIDE BRIAND;33119
1191;10;;RUE;ANNA DE NOAILLES;33312
1192;2;;ALL;ROBERT DROUX;33318
1193;22;;AV;DU CHIQUET;33318
1194;24;;ALL;DES ACACIAS;33376
1195;9001;;RES;ROLLA;33522
1196;690;;CRS;DE LA LIBERATION;33522
1197;2;;RUE;GUSTAVE LOUDE;33529
1198;7;;RUE;DE LA TOISON D OR;34003
1199;9001;;;IMM CLAIR SOLEIL;34023
1200;9420;;RUE;DU PIOCH;34023
1201;40;B;RUE;MAURICE CLAVEL;34023
1202;11;;RUE;CLAUDE MAZET;34032
1203;1;;IMP;PAUL PAGET;34032
1204;5;;RUE;CROIX DE LA MISSION;34039
1205;3;;RUE;BEAUMELLE;34108
1206;;;;LE LAUZAS;34152
1207;;;LOT;LES VILLAGEOISES;34157
1208;61;;BD;DE VERDUN;34301
1209;11;C;PL;DE LA LIBERTE;34307
1210;53;T;CAMI;FOUNJUT;34324
1211;5034;;IMP;SAINT ROCH;34327
1212;21;;CHEM;DE LA SOURCE;34333
1213;1;;RUE;DE LA GARDELLE;35288
1214;21;;RUE;DES CHARPENTERIES;37109
1215;5;;SQ;FRANCIS POULENC;37261
1216;6;;RUE;PIMBERT;37261
1217;190;;BD;JEAN ROYER;37261
1218;2;B;RUE;DU MAQUIS DE L OISA;38179
1219;20;;RUE;DE STALINGRAD;38185
1220;15;;CHE;GUILBAUD;38185
1221;183;;CHE;GARDE ROLLAND;38186
1222;5757;;;LE CALVAIRE;38225
1223;10;;ALL;DE LA RESIDENCE ST MURY;38229
1224;11;;RUE;DE SAINT OLIVE;38563
1225;81;;AV;DE LA REPUBLIQUE;39097
1226;12;B;RUE;ANTOINE BRUN;39198
1227;2502;;BD;FRANCOIS MITTERRAND;40065
1228;5;B;RUE;DE LA PAIX;40279
1229;1;;CHE;DE LA LYRE;40284
1230;3;;RUE;DES URSULES;41269
1231;111;;RUE;DES URSULINES;42052
1232;10;;RUE;CENTRALE;42095
1233;17;;AV;GALLIENI;42184
1234;7;;RUE;AMPERE;42218
1235;20;B;RUE;MARCELLIN CHAMPAGNAT;42218
1236;21;;CRS;VICTOR HUGO;42218
1237;74;;RUE;SAINT ENNEMOND;42225
1238;7;;AV;VICTOR DURUY;44055
1239;6;;RUE;DE LA FOSSE;44109
1240;28;;RUE;DE LA ROSIERE D ARTOIS;44109
1241;3;;RUE;PASTEUR;44135
1242;14;;RUE;DU CHANGE;45028
1243;2;;RUE;DES TEMPLES;45146
1244;1;;AV;LLOYD GEORGE;45155
1245;153;;ALL;DES CHARDONNERETS;45232
